"epgid";"channelid";"chunkstorechannelid";"channelname";"isseries";"programname";"epizodename";"startdate";"enddate"
24842181;248;1204;"Rádio Junior";f;"Hajaja";"";"2019-09-02 19:00:00+02";"2019-09-02 19:10:00+02"
24842182;248;1204;"Rádio Junior";f;"Večerní Junior";"";"2019-09-02 19:10:00+02";"2019-09-02 20:00:00+02"
24842183;248;1204;"Rádio Junior";f;"Velká pohádka";"";"2019-09-02 20:00:00+02";"2019-09-02 21:00:00+02"
24842184;248;1204;"Rádio Junior";f;"Četba na pokračování";"";"2019-09-02 21:00:00+02";"2019-09-02 21:20:00+02"
24842185;248;1204;"Rádio Junior";f;"Večerní Junior";"";"2019-09-02 21:20:00+02";"2019-09-03 00:00:00+02"
24842186;248;1204;"Rádio Junior";f;"Noční Junior";"";"2019-09-03 00:00:00+02";"2019-09-03 06:00:00+02"
24850663;248;1204;"Rádio Junior";f;"Minutové zprávy";"";"2019-09-03 06:00:00+02";"2019-09-03 06:01:00+02"
24844953;250;1205;"ČRo D-dur";f;"Georges Bizet: Arlésanka. Suita č. 1 z hudby k dramatu Alfonse Daudeta";"";"2019-09-01 18:12:00+02";"2019-09-01 18:29:00+02"
24844954;250;1205;"ČRo D-dur";f;"Georges Bizet: Arlésanka. Suita č. 2 z hudby k dramatu Alfonse Daudeta";"";"2019-09-01 18:29:00+02";"2019-09-01 18:46:00+02"
24844955;250;1205;"ČRo D-dur";f;"Georg Friedrich Händel: Concerto a due cori pro dva dechové soubory a smyčcové nástroje F dur";"";"2019-09-01 18:46:00+02";"2019-09-01 19:05:00+02"
24844956;250;1205;"ČRo D-dur";f;"Jan Dismas Zelenka: Capriccio č. 4 A dur";"";"2019-09-01 19:05:00+02";"2019-09-01 19:34:00+02"
24844957;250;1205;"ČRo D-dur";f;"Ralph Vaughan Williams: Vzlétající skřivan. Romance pro housle a orchestr";"";"2019-09-01 19:34:00+02";"2019-09-01 20:01:00+02"
24829644;250;1205;"ČRo D-dur";f;"Jan Křtitel Vaňhal: Stabat Mater pro soprán, alt a orchestr";"";"2019-09-01 20:01:00+02";"2019-09-01 20:44:00+02"
24829645;250;1205;"ČRo D-dur";f;"Karel Boleslav Jirák: Serenáda pro dechové nástroje op. 47";"";"2019-09-01 20:44:00+02";"2019-09-01 21:04:00+02"
24829646;250;1205;"ČRo D-dur";f;"Zdeněk Fibich: Smyčcový kvartet č. 1 A dur";"";"2019-09-01 21:04:00+02";"2019-09-01 21:27:00+02"
24829647;250;1205;"ČRo D-dur";f;"František Vincenc Kramář: Symfonie č. 4 c moll PadK I/4 op. 102";"";"2019-09-01 21:27:00+02";"2019-09-01 21:57:00+02"
24829648;250;1205;"ČRo D-dur";f;"Bohuslav Martinů: Osm preludií H 181";"";"2019-09-01 21:57:00+02";"2019-09-01 22:16:00+02"
24829649;250;1205;"ČRo D-dur";f;"Vítězslav Novák: Melancholické písně o lásce op. 38. Cyklus písní pro soprán a komorní orchestr";"";"2019-09-01 22:16:00+02";"2019-09-01 22:29:00+02"
24829650;250;1205;"ČRo D-dur";f;"Jan Dismas Zelenka: Ouverture (Suite) in F a 7 concertanti";"";"2019-09-01 22:29:00+02";"2019-09-01 22:51:00+02"
24829651;250;1205;"ČRo D-dur";f;"Leoš Janáček: Věčné evangelium JW III/8. Legenda pro sóla, smíšený sbor a orchestr na báseň Jaroslava Vrchlického";"";"2019-09-01 22:51:00+02";"2019-09-01 23:11:00+02"
24829652;250;1205;"ČRo D-dur";f;"Antonín Dvořák: Koncert pro violoncello a orchestr č. 1 A dur B 10";"";"2019-09-01 23:11:00+02";"2019-09-01 23:45:00+02"
24829653;250;1205;"ČRo D-dur";f;"Vojtěch Jírovec: Divertissement pro flétnu, violoncello a klavír A dur op. 50";"";"2019-09-01 23:45:00+02";"2019-09-02 00:00:00+02"
24829654;250;1205;"ČRo D-dur";f;"Návštěva u Ivo Kahánka I";"";"2019-09-02 00:00:00+02";"2019-09-02 04:00:00+02"
24829655;250;1205;"ČRo D-dur";f;"Repríza sobotního pořadu Od Claudia k Ludwigovi";"";"2019-09-02 04:00:00+02";"2019-09-02 04:01:00+02"
24829656;250;1205;"ČRo D-dur";f;"Johann Georg Albrechtsberger: Primi Toni. Cyklus pro varhany - liturgická hudba z cyklu Octo toni ecclesiastici per Organo";"";"2019-09-02 04:01:00+02";"2019-09-02 04:10:00+02"
24829657;250;1205;"ČRo D-dur";f;"Leopold Mozart: Symfonie G dur, Nová lambašská";"";"2019-09-02 04:10:00+02";"2019-09-02 04:32:00+02"
24829658;250;1205;"ČRo D-dur";f;"Agostino Steffani: Su, ferisci, alato arciero. Duet pro dva soprány a basso continuo";"";"2019-09-02 04:32:00+02";"2019-09-02 04:42:00+02"
24829659;250;1205;"ČRo D-dur";f;"Wolfgang Amadeus Mozart: Dvě variace pro klavír A dur K 460 = K 454a. Na téma arie Come un´agnello z opery Fra i due litiganti il terzo gode /1782/ Giuseppe Sartiho";"";"2019-09-02 04:42:00+02";"2019-09-02 04:47:00+02"
24829660;250;1205;"ČRo D-dur";f;"Hans Leo Hassler: Vater unser in Himmelreich. Duchovní skladba pro smíšený sbor a cappella";"";"2019-09-02 04:47:00+02";"2019-09-02 05:08:00+02"
24837217;250;1205;"ČRo D-dur";f;"Tielman Susato: Danses. Tance pro komorní soubor historických nástrojů";"";"2019-09-02 05:08:00+02";"2019-09-02 05:17:00+02"
24837218;250;1205;"ČRo D-dur";f;"Francois Couperin: La Virginité, 1. část z cyklu Les Folies Francoises pro cembalo";"";"2019-09-02 05:17:00+02";"2019-09-02 05:18:00+02"
24837219;250;1205;"ČRo D-dur";f;"Joseph Haydn: Menuet, 3. část ze Symfonie č. 103 Es dur Hob I:103 S vířením kotlů";"";"2019-09-02 05:18:00+02";"2019-09-02 05:24:00+02"
24837220;250;1205;"ČRo D-dur";f;"Aaron Copland: Hoe Down, část z hudby k baletu Rodeo";"";"2019-09-02 05:24:00+02";"2019-09-02 05:28:00+02"
24837221;250;1205;"ČRo D-dur";f;"Josquin des Pres: La Spagna a 5. Skladba pro instrumentální soubor";"";"2019-09-02 05:28:00+02";"2019-09-02 05:32:00+02"
24837222;250;1205;"ČRo D-dur";f;"Bedřich Smetana: Árie (Píseň) Ladislava z 2. dějství opery Dvě vdovy";"";"2019-09-02 05:32:00+02";"2019-09-02 05:34:00+02"
24837223;250;1205;"ČRo D-dur";f;"Jean-Baptiste Lully: Marche pour la cérémonie des Turcs, č. 6 z hudby ke komedii-baletu Le Bourgeois Gentilhomme";"";"2019-09-02 05:34:00+02";"2019-09-02 05:37:00+02"
24837224;250;1205;"ČRo D-dur";f;"John Adams: China Gates, pro klavír";"";"2019-09-02 05:37:00+02";"2019-09-02 05:43:00+02"
24837225;250;1205;"ČRo D-dur";f;"Felix Mendelssohn-Bartholdy: Laudate pueri. Moteto pro sbor s doprovodem varhan, op. 39 č. 1";"";"2019-09-02 05:43:00+02";"2019-09-02 05:47:00+02"
24837226;250;1205;"ČRo D-dur";f;"Johann Heinrich Schmelzer: Balletto di Pastori e Ninfe pro dvoje housle, dvě violy a basso continuo";"";"2019-09-02 05:47:00+02";"2019-09-02 05:51:00+02"
24837227;250;1205;"ČRo D-dur";f;"Wolfgang Amadeus Mozart: Rondo z Koncertu pro lesní roh a orchestr č. 3 Es dur K447";"";"2019-09-02 05:51:00+02";"2019-09-02 05:55:00+02"
24837228;250;1205;"ČRo D-dur";f;"Antonín Dvořák/Leoš Janáček: Dyby byla kosa nabróšená, část z Moravských dvojzpěvů pro smíšený sbor a klavír, op.32";"";"2019-09-02 05:55:00+02";"2019-09-02 05:56:00+02"
24837229;250;1205;"ČRo D-dur";f;"Jan Dismas Zelenka: Ouverture a 7 concertantních nástrojů, 1. věta";"";"2019-09-02 05:56:00+02";"2019-09-02 06:05:00+02"
24837230;250;1205;"ČRo D-dur";f;"Edvard Hagerup Grieg: Tanec Anitry";"";"2019-09-02 06:05:00+02";"2019-09-02 06:09:00+02"
24837231;250;1205;"ČRo D-dur";f;"Louis Spohr: Faust. Předehra k opeře";"";"2019-09-02 06:09:00+02";"2019-09-02 06:15:00+02"
24837232;250;1205;"ČRo D-dur";f;"Johann Sebastian Bach: Tercet Ach, wann wird die Zeit erscheinen z Vánočního oratoria";"";"2019-09-02 06:15:00+02";"2019-09-02 06:22:00+02"
24837233;250;1205;"ČRo D-dur";f;"Ronald Binge: Scherzo pro orchestr (...""alla Beethoven""...)";"";"2019-09-02 06:22:00+02";"2019-09-02 06:27:00+02"
24837234;250;1205;"ČRo D-dur";f;"Johann Nepomuk Hummel: Fantasina pro klavír C dur op. 124. Na motiv árie Non piu andrai z 1. dějství opery W. A. Mozarta Le nozze di Figaro";"";"2019-09-02 06:27:00+02";"2019-09-02 06:34:00+02"
24837235;250;1205;"ČRo D-dur";f;"Robert Schumann: Scherzo. Sehr Mässig, 2. část ze Symfonie č. 3 Es dur op. 97 Rýnské";"";"2019-09-02 06:34:00+02";"2019-09-02 06:40:00+02"
24837236;250;1205;"ČRo D-dur";f;"Heinrich Isaac: Innsbruck, ich muss dich lassen. Canzona pro vokálně-instrumentální soubor";"";"2019-09-02 06:40:00+02";"2019-09-02 06:46:00+02"
24837237;250;1205;"ČRo D-dur";f;"Ludwig van Beethoven: Rondo z Koncertu pro klavír a orchestr č. 1 C dur op. 15";"";"2019-09-02 06:46:00+02";"2019-09-02 06:56:00+02"
24837238;250;1205;"ČRo D-dur";f;"Georg Friedrich Händel: La Paix, 3. část z Hudby ke královskému ohňostroji HWV 351";"";"2019-09-02 06:56:00+02";"2019-09-02 07:00:00+02"
24837239;250;1205;"ČRo D-dur";f;"Fryderyk Chopin: Mazurka pro klavír cis moll op. 63 č. 3";"";"2019-09-02 07:00:00+02";"2019-09-02 07:04:00+02"
24837240;250;1205;"ČRo D-dur";f;"Béla Bartók: Koncert pro orchestr, 4. věta Intermezzo interrotto";"";"2019-09-02 07:04:00+02";"2019-09-02 07:09:00+02"
24837241;250;1205;"ČRo D-dur";f;"Roman Hoffstetter (att. Joseph Haydn): Andante cantabile. Serenáda, 2. část ze Smyčcového kvartetu F dur op. 3 č. 5 Hob III:17";"";"2019-09-02 07:09:00+02";"2019-09-02 07:12:00+02"
24837242;250;1205;"ČRo D-dur";f;"Hector Berlioz: Le spectre de la rose. Píseň z cyklu Letní noci, op. 7";"";"2019-09-02 07:12:00+02";"2019-09-02 07:21:00+02"
24837243;250;1205;"ČRo D-dur";f;"Jean-Philippe Rameau: Le rappel des oiseaux. Část ze Suity pro cembalo e moll";"";"2019-09-02 07:21:00+02";"2019-09-02 07:24:00+02"
24837244;250;1205;"ČRo D-dur";f;"Bedřich Smetana: Bettina polka";"";"2019-09-02 07:24:00+02";"2019-09-02 07:28:00+02"
24837245;250;1205;"ČRo D-dur";f;"Claudio Monteverdi: Adoramus te, duchovní moteto";"";"2019-09-02 07:28:00+02";"2019-09-02 07:33:00+02"
24837246;250;1205;"ČRo D-dur";f;"Wolfgang Amadeus Mozart: Malá noční hudba G dur K 525 1. věta";"";"2019-09-02 07:33:00+02";"2019-09-02 07:39:00+02"
24837247;250;1205;"ČRo D-dur";f;"Felix Mendelssohn-Bartholdy: Chorál a fuga pro varhany D dur";"";"2019-09-02 07:39:00+02";"2019-09-02 07:49:00+02"
24837248;250;1205;"ČRo D-dur";f;"Johann Sebastian Bach: Schafe können sicher weiden BWV 208";"";"2019-09-02 07:49:00+02";"2019-09-02 08:01:00+02"
24837249;250;1205;"ČRo D-dur";f;"Camille Saint-Saëns: Alžírská suita op. 60";"";"2019-09-02 08:01:00+02";"2019-09-02 08:20:00+02"
24837250;250;1205;"ČRo D-dur";f;"Wolfgang Amadeus Mozart: Sonáta pro klavír D dur K 284 ""Dürnitz-Sonate""";"";"2019-09-02 08:20:00+02";"2019-09-02 08:51:00+02"
24837251;250;1205;"ČRo D-dur";f;"Johann Sebastian Bach: Partita pro sólové housle č. 2 d moll BWV 1004";"";"2019-09-02 08:51:00+02";"2019-09-02 09:24:00+02"
24837252;250;1205;"ČRo D-dur";f;"Petr Iljič Čajkovskij: Liturgie Jana Zlatoústého op. 41. Liturgické zpěvy pro smíšený sbor a cappella";"";"2019-09-02 09:24:00+02";"2019-09-02 10:18:00+02"
24837253;250;1205;"ČRo D-dur";f;"Heinrich Marschner: Trio č. 5 pro housle, violoncello a klavír č. 5 d moll op. 138";"";"2019-09-02 10:18:00+02";"2019-09-02 10:58:00+02"
24837254;250;1205;"ČRo D-dur";f;"Joseph Haydn: Koncert pro cembalo, dvoje housle a violoncello G dur Hob XIV/13 Concertino - Divertimento";"";"2019-09-02 10:58:00+02";"2019-09-02 11:08:00+02"
24837255;250;1205;"ČRo D-dur";f;"Milij Alexejevič Balakirev: Symfonie č. 1 C dur";"";"2019-09-02 11:08:00+02";"2019-09-02 12:01:00+02"
24837256;250;1205;"ČRo D-dur";f;"Josef Suk : Mše pro sóla, sbor, varhany a orchestr B dur Křečovická";"";"2019-09-02 12:01:00+02";"2019-09-02 12:26:00+02"
24837257;250;1205;"ČRo D-dur";f;"Camille Saint-Saëns: Sonáta pro hoboj a klavír D dur op. 166";"";"2019-09-02 12:26:00+02";"2019-09-02 12:38:00+02"
24837258;250;1205;"ČRo D-dur";f;"Michael Haydn: Koncert pro flérnu a orchestr D dur";"";"2019-09-02 12:38:00+02";"2019-09-02 12:56:00+02"
24837259;250;1205;"ČRo D-dur";f;"Georges Onslow: Sonáta pro klavír pro čtyři ruce f moll op. 22";"";"2019-09-02 12:56:00+02";"2019-09-02 13:26:00+02"
24837260;250;1205;"ČRo D-dur";f;"Ferenc Liszt: Tasso, lamento e trionfo S 96. Symfonická báseň č. 2 na námět lorda Byrona";"";"2019-09-02 13:26:00+02";"2019-09-02 13:47:00+02"
24837261;250;1205;"ČRo D-dur";f;"Joseph Haydn: Trio pro flétnu, violoncello a klavír č. 28 D dur Hob XV/16";"";"2019-09-02 13:47:00+02";"2019-09-02 14:08:00+02"
24837262;250;1205;"ČRo D-dur";f;"Vítězslav Novák: Serenáda pro malý orchestr D dur op. 36";"";"2019-09-02 14:08:00+02";"2019-09-02 14:33:00+02"
24837263;250;1205;"ČRo D-dur";f;"Louis Spohr: Sechs Deutsche Lieder op.154. Šest písní pro mezzosoprán, housle a klavír";"";"2019-09-02 14:33:00+02";"2019-09-02 14:48:00+02"
24837264;250;1205;"ČRo D-dur";f;"Robert Volkmann: Richard III. op. 68. Předehra pro orchestr";"";"2019-09-02 14:48:00+02";"2019-09-02 15:03:00+02"
24837265;250;1205;"ČRo D-dur";f;"Joseph Gabriel von Rheinberger: Šest skladeb op. 150 pro violoncello a varhany - výběr";"";"2019-09-02 15:03:00+02";"2019-09-02 15:18:00+02"
24837266;250;1205;"ČRo D-dur";f;"Hector Berlioz: Letní noci op. 7. Cyklus šesti písní na slova Théophila Gautiera";"";"2019-09-02 15:18:00+02";"2019-09-02 15:52:00+02"
24837267;250;1205;"ČRo D-dur";f;"Domenico Scarlatti: Sonáta pro klavír D dur K 491";"";"2019-09-02 15:52:00+02";"2019-09-02 16:00:00+02"
24837268;250;1205;"ČRo D-dur";f;"Klasika na dosah";"";"2019-09-02 16:00:00+02";"2019-09-02 16:01:00+02"
24837269;250;1205;"ČRo D-dur";f;"Jean-Baptiste Lully: Chaconne G dur pro orchestr z opery Phaëton";"";"2019-09-02 16:01:00+02";"2019-09-02 16:06:00+02"
24837270;250;1205;"ČRo D-dur";f;"Robert Schumann: Wenn ich in deinen Augen seh'. Píseň z cyklu Láska básníkova, op. 48 (bar/pno)";"";"2019-09-02 16:06:00+02";"2019-09-02 16:09:00+02"
24837271;250;1205;"ČRo D-dur";f;"George Gershwin: Koncert pro klavír, 3.věta";"";"2019-09-02 16:09:00+02";"2019-09-02 16:16:00+02"
24837272;250;1205;"ČRo D-dur";f;"Joseph Haydn: Orlando Paladino. Árie z opery";"";"2019-09-02 16:16:00+02";"2019-09-02 16:19:00+02"
24837273;250;1205;"ČRo D-dur";f;"Fryderyk Chopin: Scherzo pro klavír cis moll C 199 - B 125 op. 39";"";"2019-09-02 16:19:00+02";"2019-09-02 16:28:00+02"
24837274;250;1205;"ČRo D-dur";f;"Francois Couperin: La Jalousie Taciturne, 11. část z cyklu Les Folies Francoises pro cembalo";"";"2019-09-02 16:28:00+02";"2019-09-02 16:30:00+02"
24837275;250;1205;"ČRo D-dur";f;"Leonard Bernstein: Píseň Tonyho (""Maria"") z 1. dějství muzikálu West Side Story";"";"2019-09-02 16:30:00+02";"2019-09-02 16:34:00+02"
24837276;250;1205;"ČRo D-dur";f;"John Field: Nokturno pro klavír č. 6 F dur Cradle Song H 40";"";"2019-09-02 16:34:00+02";"2019-09-02 16:41:00+02"
24837277;250;1205;"ČRo D-dur";f;"Ludwig van Beethoven: Fidelio. Předehra ke stejnojmenné opeře, op. 72c";"";"2019-09-02 16:41:00+02";"2019-09-02 16:48:00+02"
24837278;250;1205;"ČRo D-dur";f;"Jean-Philippe Rameau: Gavotte ""Le Tambourin"" (skleněná harmonika)";"";"2019-09-02 16:48:00+02";"2019-09-02 16:52:00+02"
24837279;250;1205;"ČRo D-dur";f;"Dmitrij Šostakovič: Árie Kateřiny Izmajlovny ze 4. dějství opery Lady Macbeth Mcenského újezdu";"";"2019-09-02 16:52:00+02";"2019-09-02 16:57:00+02"
24837280;250;1205;"ČRo D-dur";f;"Carlo da Venosa Gesualdo: Canzon francese del Principe pro harfu";"";"2019-09-02 16:57:00+02";"2019-09-02 17:03:00+02"
24837281;250;1205;"ČRo D-dur";f;"Johann Sebastian Bach: Schmücke dich, o liebe Seele BWV 654. Chorál pro varhany (Achtzen Choräle von verschiedener Art)";"";"2019-09-02 17:03:00+02";"2019-09-02 17:12:00+02"
24837282;250;1205;"ČRo D-dur";f;"Wolfgang Amadeus Mozart: Symfonie č. 16 C dur K 128 2. věta Andante grazioso";"";"2019-09-02 17:12:00+02";"2019-09-02 17:17:00+02"
24837283;250;1205;"ČRo D-dur";f;"Krzysztof Penderecki: Adagietto z opery Ztracený ráj";"";"2019-09-02 17:17:00+02";"2019-09-02 17:23:00+02"
24837284;250;1205;"ČRo D-dur";f;"Adrian Willaert: Ave Maria. Duchovní skladba pro smíšený sbor a cappella";"";"2019-09-02 17:23:00+02";"2019-09-02 17:28:00+02"
24837285;250;1205;"ČRo D-dur";f;"Johannes Brahms: Poco allegretto, 3. část ze Symfonie č. 3 F dur op. 90 ve skladatelově úpravě pro 2 klavíry";"";"2019-09-02 17:28:00+02";"2019-09-02 17:35:00+02"
24837286;250;1205;"ČRo D-dur";f;"Georg Friedrich Händel: Mesiáš, 3 sbory z druhého dílu oratoria";"";"2019-09-02 17:35:00+02";"2019-09-02 17:43:00+02"
24837287;250;1205;"ČRo D-dur";f;"Michael Torke: Barevná hudba (Color Music) - Růžová";"";"2019-09-02 17:43:00+02";"2019-09-02 17:50:00+02"
24837288;250;1205;"ČRo D-dur";f;"Luigi Boccherini: Smyčcový kvintet E dur, Menuet";"";"2019-09-02 17:50:00+02";"2019-09-02 17:54:00+02"
24837289;250;1205;"ČRo D-dur";f;"Jeremiah Clarke: Trumpet Tune pro trubku a varhany";"";"2019-09-02 17:54:00+02";"2019-09-02 17:55:00+02"
24837290;250;1205;"ČRo D-dur";f;"Edvard Hagerup Grieg: Preludium Na svatbě";"";"2019-09-02 17:55:00+02";"2019-09-02 18:01:00+02"
24837291;250;1205;"ČRo D-dur";f;"Gustav Mahler: Tempo di Menuetto, 2. část ze Symfonie č. 3 d moll";"";"2019-09-02 18:01:00+02";"2019-09-02 18:11:00+02"
24837292;250;1205;"ČRo D-dur";f;"Antonio Vivaldi: Allegro molto, 3. část z Koncertu pro sopraninovou zobcovou flétnu, smyčce a basso cont. C dur RV 443";"";"2019-09-02 18:11:00+02";"2019-09-02 18:14:00+02"
24837293;250;1205;"ČRo D-dur";f;"Wolfgang Amadeus Mozart: Koncertantní symfonie pro housle, violu a orchestr Es dur, 3.věta";"";"2019-09-02 18:14:00+02";"2019-09-02 18:21:00+02"
24837294;250;1205;"ČRo D-dur";f;"Sergej Prokofjev: Gavotta. Non troppo allegro, 3. část ze Symfonie č. 1 D dur op. 25 Klasická";"";"2019-09-02 18:21:00+02";"2019-09-02 18:23:00+02"
24837295;250;1205;"ČRo D-dur";f;"Hector Berlioz/Ferenc Liszt: Harold v horách, 1. část ze Symfonie Harold v Itálii, op. 16. Hrají Bruno Pasquier (viola) a Jean-Francois Heisser (klavír)";"";"2019-09-02 18:23:00+02";"2019-09-02 18:39:00+02"
24837296;250;1205;"ČRo D-dur";f;"Heinrich Isaac: Fortuna desperata pro vokálně-instrumentální soubor";"";"2019-09-02 18:39:00+02";"2019-09-02 18:43:00+02"
24837297;250;1205;"ČRo D-dur";f;"Johann Joseph Fux: Ave Regina coelorum K 205. Mariánská duchovní skladba pro sólový soprán a instrumentální doprovod";"";"2019-09-02 18:43:00+02";"2019-09-02 18:50:00+02"
24837298;250;1205;"ČRo D-dur";f;"Wolfgang Amadeus Mozart: Malá noční hudba G dur K 525 4. věta Rondo";"";"2019-09-02 18:50:00+02";"2019-09-02 18:54:00+02"
24837299;250;1205;"ČRo D-dur";f;"Jacob Handl-Gallus: Odi et amo. Madrigal pro šest hlasů a cappella";"";"2019-09-02 18:54:00+02";"2019-09-02 18:57:00+02"
24837300;250;1205;"ČRo D-dur";f;"Jean-Baptiste Lully: Chaconne d'Amadis, 3. část z Diverimenta II";"";"2019-09-02 18:57:00+02";"2019-09-02 19:05:00+02"
24837301;250;1205;"ČRo D-dur";f;"Gioacchino Rossini: Italka v Alžíru. Předehra k opeře";"";"2019-09-02 19:05:00+02";"2019-09-02 19:15:00+02"
24837302;250;1205;"ČRo D-dur";f;"Leroy Anderson: Plink, Plank, Plunk! Pizzicato pro orchestr";"";"2019-09-02 19:15:00+02";"2019-09-02 19:19:00+02"
24837303;250;1205;"ČRo D-dur";f;"Joseph Haydn: Andante, 2. část ze Symfonie č. 94 G dur Hob I:94 S úderem kotlů";"";"2019-09-02 19:19:00+02";"2019-09-02 19:26:00+02"
24837304;250;1205;"ČRo D-dur";f;"Hector Berlioz: Miranda. Fantazie na Shakesepearovu Bouři z Lelia aneb Návrat do života,op.14b";"";"2019-09-02 19:26:00+02";"2019-09-02 19:30:00+02"
24837305;250;1205;"ČRo D-dur";f;"Antonio Vivaldi: Allegro, 1. část z Koncertu pro dva lesní rohy, smyčcový orchestr a basso continuo F dur RV 539";"";"2019-09-02 19:30:00+02";"2019-09-02 19:33:00+02"
24837306;250;1205;"ČRo D-dur";f;"Ronald Binge: Faire Frou-Frou. Kankán pro orchestr";"";"2019-09-02 19:33:00+02";"2019-09-02 19:37:00+02"
24837307;250;1205;"ČRo D-dur";f;"Carl Luython: Missa Basim: Caesar vive!. Ze slavnostní mše na počest Jeho Císařské Milosti Hudba pro císaře Rudolfa II Credo";"";"2019-09-02 19:37:00+02";"2019-09-02 19:44:00+02"
24837308;250;1205;"ČRo D-dur";f;"Ludwig van Beethoven: Rondo. Molto allegro z Koncert pro klavír a orchestr č. 2 B dur op. 19";"";"2019-09-02 19:44:00+02";"2019-09-02 19:50:00+02"
24837309;250;1205;"ČRo D-dur";f;"Francois Couperin: Doux liens de mon coeur. Air pro kontratenor a theorbu";"";"2019-09-02 19:50:00+02";"2019-09-02 20:01:00+02"
24837310;250;1205;"ČRo D-dur";f;"Arnold Schönberg: Gurre-Lieder. Interludium a píseň pro ženský hlas a orchestr";"";"2019-09-02 20:01:00+02";"2019-09-02 20:20:00+02"
24837311;250;1205;"ČRo D-dur";f;"Max Reger: Sonáta pro klarinet a klavír B dur op. 107";"";"2019-09-02 20:20:00+02";"2019-09-02 20:51:00+02"
24837312;250;1205;"ČRo D-dur";f;"Darius Milhaud: Stvoření světa op. 81. Hudba z baletu";"";"2019-09-02 20:51:00+02";"2019-09-02 21:09:00+02"
24837313;250;1205;"ČRo D-dur";f;"Josef Bohuslav Foerster: Klavírní trio č. 1 f moll op. 8";"";"2019-09-02 21:09:00+02";"2019-09-02 21:37:00+02"
24837314;250;1205;"ČRo D-dur";f;"Francis Poulenc: Symfonieta pro orchestr FP 141";"";"2019-09-02 21:37:00+02";"2019-09-02 22:05:00+02"
24837315;250;1205;"ČRo D-dur";f;"Sergej Vasiljevič Rachmaninov: Suita pro dva klavíry č. 2 op. 17";"";"2019-09-02 22:05:00+02";"2019-09-02 22:30:00+02"
24837316;250;1205;"ČRo D-dur";f;"Emil Axman: Suita z Beskyd";"";"2019-09-02 22:30:00+02";"2019-09-02 22:45:00+02"
24837317;250;1205;"ČRo D-dur";f;"Zdeněk Fibich: Kvintet pro klarinet, lesní roh, housle, violoncello a klavír D dur op. 42";"";"2019-09-02 22:45:00+02";"2019-09-02 23:21:00+02"
24837318;250;1205;"ČRo D-dur";f;"Vítězslav Novák: Jihočeská suita pro velký orchestr op. 64";"";"2019-09-02 23:21:00+02";"2019-09-03 00:00:00+02"
24837319;250;1205;"ČRo D-dur";f;"Návštěva u Ivo Kahánka II";"";"2019-09-03 00:00:00+02";"2019-09-03 04:00:00+02"
24837320;250;1205;"ČRo D-dur";f;"Monsieur de Sainte-Colombe: Les Pleurs pro violu da gamba a violoncello";"";"2019-09-03 04:00:00+02";"2019-09-03 04:02:00+02"
24837321;250;1205;"ČRo D-dur";f;"Carl Maria von Weber: Čarostřelec. Předehra k opeře";"";"2019-09-03 04:02:00+02";"2019-09-03 04:13:00+02"
24837322;250;1205;"ČRo D-dur";f;"Leonard Bernstein: Tango-árie Staré dámy z 1. dějství operety Candide";"";"2019-09-03 04:13:00+02";"2019-09-03 04:18:00+02"
24837323;250;1205;"ČRo D-dur";f;"Wolfgang Amadeus Mozart: Koncert pro klavír a orchestr č. 26 D dur K537, 2. věta Larghetto";"";"2019-09-03 04:18:00+02";"2019-09-03 04:26:00+02"
24837324;250;1205;"ČRo D-dur";f;"Gioacchino Rossini: Vilém Tell. Předehra k opeře";"";"2019-09-03 04:26:00+02";"2019-09-03 04:39:00+02"
24837325;250;1205;"ČRo D-dur";f;"Johann Sebastian Bach: Orchestrální suita č.3 d dur - Ouverture";"";"2019-09-03 04:39:00+02";"2019-09-03 04:45:00+02"
24837326;250;1205;"ČRo D-dur";f;"Robert Schumann: Fantazijní skladby pro klarinet a klavír op. 73";"";"2019-09-03 04:45:00+02";"2019-09-03 04:57:00+02"
24837327;250;1205;"ČRo D-dur";f;"Jan Václav Antonín Stamic: Symfonie B dur, třívětá";"";"2019-09-03 04:57:00+02";"2019-09-03 05:03:00+02"
24844958;250;1205;"ČRo D-dur";f;"Johann Sebastian Bach: Schmücke dich, o liebe Seele BWV 654. Chorál pro varhany (Achtzen Choräle von verschiedener Art)";"";"2019-09-03 05:03:00+02";"2019-09-03 05:12:00+02"
24844959;250;1205;"ČRo D-dur";f;"Wolfgang Amadeus Mozart: Symfonie č. 16 C dur K 128 2. věta Andante grazioso";"";"2019-09-03 05:12:00+02";"2019-09-03 05:17:00+02"
24844960;250;1205;"ČRo D-dur";f;"Krzysztof Penderecki: Adagietto z opery Ztracený ráj";"";"2019-09-03 05:17:00+02";"2019-09-03 05:23:00+02"
24844961;250;1205;"ČRo D-dur";f;"Adrian Willaert: Ave Maria. Duchovní skladba pro smíšený sbor a cappella";"";"2019-09-03 05:23:00+02";"2019-09-03 05:28:00+02"
24844962;250;1205;"ČRo D-dur";f;"Johannes Brahms: Poco allegretto, 3. část ze Symfonie č. 3 F dur op. 90 ve skladatelově úpravě pro 2 klavíry";"";"2019-09-03 05:28:00+02";"2019-09-03 05:35:00+02"
24844963;250;1205;"ČRo D-dur";f;"Georg Friedrich Händel: Mesiáš, 3 sbory z druhého dílu oratoria";"";"2019-09-03 05:35:00+02";"2019-09-03 05:43:00+02"
